query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
609.3797,HMDB32832,C35H54O7,586.386954082,M+Na,+,609.376172,0.003528
609.3797,HMDB37908,C35H54O7,586.386954082,M+Na,+,609.376172,0.003528
609.3797,HMDB30337,C34H56O9,608.39243339,M+H,+,609.399709,0.020009
609.3797,HMDB39593,C35H54O6,570.39203946,M+K,+,609.355197,0.024503
609.3797,HMDB39138,C35H54O6,570.39203946,M+K,+,609.355197,0.024503
609.3797,HMDB02746,C40H58O2,570.4436811,M+K,+,609.406839,0.027139
609.3797,HMDB34902,C40H58O2,570.4436811,M+K,+,609.406839,0.027139
609.3797,HMDB60340,C40H58O2,570.4436811,M+K,+,609.406839,0.027139
609.3797,HMDB36915,C40H58O2,570.4436811,M+K,+,609.406839,0.027139
609.3797,ECMDB23437,C40H58O2,570.4436811,M+K,+,609.406839,0.027139
609.3797,HMDB41368,C36H48O8,608.334918512,M+H,+,609.342195,0.037505
609.3797,HMDB35294,C34H50O7,570.355653954,M+K,+,609.318812,0.060888
609.3797,HMDB35605,C34H50O7,570.355653954,M+K,+,609.318812,0.060888
609.3797,HMDB35292,C34H50O7,570.355653954,M+K,+,609.318812,0.060888
