query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
149.0315,HMDB02024,C5H6N2O2,126.042927446,M+Na,+,149.032145,0.000645
149.0315,HMDB60261,C5H6N2O2,126.042927446,M+Na,+,149.032145,0.000645
149.0315,HMDB29736,C5H6N2O2,126.042927446,M+Na,+,149.032145,0.000645
149.0315,HMDB00262,C5H6N2O2,126.042927446,M+Na,+,149.032145,0.000645
149.0315,HMDB01553,C5H8O3S,148.019414812,M+H,+,149.026691,0.004809
149.0315,HMDB29721,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB31541,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB61891,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB29728,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB40278,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB40277,C7H10O,110.073164942,M+K,+,149.036323,0.004823
149.0315,HMDB33160,C7H10S,126.05032101,M+Na,+,149.039539,0.008039
149.0315,HMDB29733,C7H10S,126.05032101,M+Na,+,149.039539,0.008039
149.0315,HMDB32651,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB31256,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB59735,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB13674,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB30776,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB29750,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB34355,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB13675,C6H6O3,126.031694058,M+Na,+,149.020912,0.010588
149.0315,HMDB02128,C4H6N4O,126.054160834,M+Na,+,149.043379,0.011879
149.0315,HMDB03192,C4H6N4O,126.054160834,M+Na,+,149.043379,0.011879
149.0315,HMDB01900,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB00606,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB00694,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB00426,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB59655,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB00428,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB61190,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB11676,C5H8O5,148.037173366,M+H,+,149.044449,0.012949
149.0315,HMDB41392,C6H12S2,148.038041764,M+H,+,149.045318,0.013818
149.0315,HMDB33912,C6H12S2,148.038041764,M+H,+,149.045318,0.013818
149.0315,HMDB38890,C6H12S2,148.038041764,M+H,+,149.045318,0.013818
386.2445,HMDB04080,C22H37NO2,347.282429433,M+K,+,386.245587,0.001087
386.2445,HMDB13655,C22H37NO2,347.282429433,M+K,+,386.245587,0.001087
386.2445,HMDB42020,C20H33N3O3,363.252191937,M+Na,+,386.24141,0.00309
386.2445,HMDB14633,C21H31N5O2,385.247775261,M+H,+,386.255051,0.010551
386.2445,HMDB13659,C22H37NO3,363.277344055,M+Na,+,386.266562,0.022062
386.2445,HMDB13652,C22H37NO3,363.277344055,M+Na,+,386.266562,0.022062
386.2445,HMDB05085,C22H37NO3,363.277344055,M+Na,+,386.266562,0.022062
386.2445,HMDB13630,C22H37NO3,363.277344055,M+Na,+,386.266562,0.022062
386.2445,HMDB40698,C24H29NO2,363.219829177,M+Na,+,386.209047,0.035453
553.357,HMDB40172,C30H58O4S,514.405581034,M+K,+,553.368739,0.011739
553.357,HMDB36298,C31H52O8,552.36621864,M+H,+,553.373495,0.016495
553.357,HMDB02513,C30H48O9,552.329833134,M+H,+,553.337109,0.019891
553.357,HMDB34529,C32H50O5,514.36582471,M+K,+,553.328983,0.028017
553.357,HMDB34647,C32H50O5,514.36582471,M+K,+,553.328983,0.028017
553.357,HMDB35510,C32H50O5,514.36582471,M+K,+,553.328983,0.028017
553.357,HMDB33685,C33H54O5,530.397124838,M+Na,+,553.386343,0.029343
553.357,HMDB33632,C35H52O5,552.381474774,M+H,+,553.388751,0.031751
553.357,HMDB35374,C35H52O5,552.381474774,M+H,+,553.388751,0.031751
553.357,HMDB35237,C35H52O5,552.381474774,M+H,+,553.388751,0.031751
553.357,HMDB04309,C30H48O7S,552.31207458,M+H,+,553.319351,0.037649
553.357,HMDB15642,C22H44N6O10,552.311891658,M+H,+,553.319168,0.037832
553.357,HMDB60745,C31H46O7,530.324353826,M+Na,+,553.313572,0.043428
719.4675,HMDB31092,C39H69O8P,696.473005696,M+Na,+,719.462224,0.005276
719.4675,HMDB10586,C38H71O10P,718.478485484,M+H,+,719.485761,0.018261
719.4675,ECMDB23644,C35H69O11P,696.457749562,M+Na,+,719.446968,0.020532
