query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
442.283,HMDB05022,C23H36O7,424.246103506,M+NH4,+,442.279927,0.003073
442.283,HMDB30513,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB30536,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB35012,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB41471,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB30887,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB34745,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB40416,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB35857,C42H72O14,800.492207012,M+2ACN+2H,+,442.279927,0.003073
442.283,HMDB12983,C15H30N6O4,358.232853478,M+IsoProp+Na+H,+,442.287963,0.004963
442.283,HMDB09137,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09170,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09201,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09202,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09393,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09426,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09458,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB09457,C43H70NO8P,759.483904733,M+3ACN+2H,+,442.289049,0.006049
442.283,HMDB61552,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61556,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61564,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61580,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61588,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61592,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61603,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61611,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61614,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB61630,C46H76NO12P,865.510513413,M+H+NH4,+,442.275807,0.007193
442.283,HMDB06317,C23H43NO4,397.319208869,M+2Na-H,+,442.290369,0.007369
442.283,HMDB13207,C23H43NO4,397.319208869,M+2Na-H,+,442.290369,0.007369
442.283,HMDB15319,C12H17NO2,207.125928793,2M+3H2O+2H,+,442.274978,0.008022
442.283,HMDB39939,C12H17NO2,207.125928793,2M+3H2O+2H,+,442.274978,0.008022
442.283,HMDB29370,C12H17NO2,207.125928793,2M+3H2O+2H,+,442.274978,0.008022
442.283,HMDB40010,C12H17NO2,207.125928793,2M+3H2O+2H,+,442.274978,0.008022
442.283,HMDB37697,C12H17NO2,207.125928793,2M+3H2O+2H,+,442.274978,0.008022
442.283,HMDB35736,C15H16O,212.120115134,2M+NH4,+,442.274053,0.008947
442.283,HMDB35076,C14H16O,200.120115134,2M+ACN+H,+,442.274053,0.008947
442.283,HMDB41460,C15H16O,212.120115134,2M+NH4,+,442.274053,0.008947
442.283,HMDB36454,C15H16O,212.120115134,2M+NH4,+,442.274053,0.008947
442.283,HMDB42020,C20H33N3O3,363.252191937,M+DMSO+H,+,442.273412,0.009588
442.283,HMDB04666,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB11549,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB11578,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB11579,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB35273,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB36356,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB36568,C23H38O4,378.277009704,M+ACN+Na,+,442.292775,0.009775
442.283,HMDB06463,C25H41NO4,419.303558805,M+Na,+,442.292777,0.009777
442.283,HMDB30065,C25H36O4,400.26135964,M+ACN+H,+,442.295183,0.012183
442.283,HMDB12518,C25H36O4,400.26135964,M+ACN+H,+,442.295183,0.012183
442.283,HMDB15631,C25H32N2O4,424.236207522,M+NH4,+,442.270031,0.012969
442.283,HMDB35856,C22H30O4,358.214409448,M+IsoProp+Na+H,+,442.269519,0.013481
442.283,HMDB40619,C22H30O4,358.214409448,M+IsoProp+Na+H,+,442.269519,0.013481
442.283,HMDB33443,C22H30O4,358.214409448,M+IsoProp+Na+H,+,442.269519,0.013481
442.283,HMDB14771,C13H16N2,200.131348522,2M+ACN+H,+,442.29652,0.01352
442.283,HMDB33805,C47H71NO12,841.497626741,M+ACN+2H,+,442.269363,0.013637
442.283,HMDB61393,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61417,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61421,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61429,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61440,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61443,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61467,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB61470,C46H81NO10P,838.559809329,M+2Na,+,442.269123,0.013877
442.283,HMDB09787,C45H81O13P,860.54147919,M+H+Na,+,442.268987,0.014013
442.283,HMDB09788,C45H81O13P,860.54147919,M+H+Na,+,442.268987,0.014013
442.283,HMDB09810,C45H81O13P,860.54147919,M+H+Na,+,442.268987,0.014013
