query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
115.0933,HMDB15344,C4H6N2,82.053098202,M+CH3OH+H,+,115.086587,0.006713
115.0933,HMDB01888,C3H7NO,73.052763851,M+ACN+H,+,115.086587,0.006713
115.0933,HMDB62149,C3H7NO,73.052763851,M+ACN+H,+,115.086587,0.006713
115.0933,HMDB01106,C3H7NO,73.052763851,M+ACN+H,+,115.086587,0.006713
115.0933,HMDB02134,C3H7NO,73.052763851,M+ACN+H,+,115.086587,0.006713
115.0933,HMDB12115,C6H14N2O2,146.105527702,M+2ACN+2H,+,115.086587,0.006713
115.0933,HMDB12114,C6H14N2O2,146.105527702,M+2ACN+2H,+,115.086587,0.006713
115.0933,HMDB31339,C5H7NO,97.052763851,M+NH4,+,115.086587,0.006713
115.0933,HMDB32969,C5H7NO,97.052763851,M+NH4,+,115.086587,0.006713
115.0933,HMDB32968,C5H7NO,97.052763851,M+NH4,+,115.086587,0.006713
115.0933,HMDB32970,C5H7NO,97.052763851,M+NH4,+,115.086587,0.006713
115.0933,HMDB62037,C4H6N2,82.053098201,M+CH3OH+H,+,115.086587,0.006713
115.0933,HMDB04437,C4H11NO2,105.078978601,M+3ACN+2H,+,115.086586,0.006714
115.0933,HMDB01875,CH4O,32.02621475,M+2ACN+H,+,115.086585,0.006715
115.0933,HMDB00857,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB00555,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB02441,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB29573,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB29167,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB59893,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB59722,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB59738,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB61239,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB61676,C7H12O4,160.073558872,M+2Na+H,+,115.102399,0.009099
115.0933,HMDB15400,C8H8N4,160.074896276,M+2Na+H,+,115.103736,0.010436
115.0933,HMDB01276,C9H21N3O,187.168462309,M+ACN+2H,+,115.104781,0.011481
115.0933,HMDB02189,C9H21N3O,187.168462309,M+ACN+2H,+,115.104781,0.011481
115.0933,HMDB60288,C9H21N3O,187.168462309,M+ACN+2H,+,115.104781,0.011481
115.0933,HMDB31738,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB38130,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB31737,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB35245,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB36024,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB35631,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB36023,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB13825,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB32528,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB32397,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB61831,C14H22O,206.167065326,M+H+Na,+,115.08178,0.01152
115.0933,HMDB60497,C10H8O2,160.0524295,M+2Na+H,+,115.08127,0.01203
115.0933,HMDB36073,C10H8O2,160.0524295,M+2Na+H,+,115.08127,0.01203
115.0933,HMDB41009,C10H8O2,160.0524295,M+2Na+H,+,115.08127,0.01203
115.0933,HMDB32394,C10H8O2,160.0524295,M+2Na+H,+,115.08127,0.01203
115.0933,HMDB14861,C11H17NO3,211.120843415,M+H+NH4,+,115.080972,0.012328
115.0933,HMDB14954,C11H17NO3,211.120843415,M+H+NH4,+,115.080972,0.012328
115.0933,HMDB15197,C11H17NO3,211.120843415,M+H+NH4,+,115.080972,0.012328
115.0933,HMDB11174,C11H20N2O3,228.147392516,M+2H,+,115.080972,0.012328
115.0933,HMDB28915,C11H20N2O3,228.147392516,M+2H,+,115.080972,0.012328
115.0933,HMDB11175,C11H20N2O3,228.147392516,M+2H,+,115.080972,0.012328
115.0933,HMDB28937,C11H20N2O3,228.147392516,M+2H,+,115.080972,0.012328
115.0933,HMDB37790,C9H17NO3,187.120843415,M+ACN+2H,+,115.080972,0.012328
115.0933,HMDB13010,C9H17NO3,187.120843415,M+ACN+2H,+,115.080972,0.012328
115.0933,HMDB02207,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB36231,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB39407,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB40254,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB32269,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB59842,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB61653,C7H14O3,146.094294314,M+2ACN+2H,+,115.08097,0.01233
115.0933,HMDB33933,C12H24O,184.18271539,M+2Na,+,115.080576,0.012724
115.0933,HMDB31019,C12H24O,184.18271539,M+2Na,+,115.080576,0.012724
115.0933,HMDB31734,C12H24O,184.18271539,M+2Na,+,115.080576,0.012724
115.0933,HMDB32543,C12H24O,184.18271539,M+2Na,+,115.080576,0.012724
115.0933,HMDB02726,C22H30O3,342.219494826,M+3H,+,115.080441,0.012859
115.0933,HMDB31059,C22H30O3,342.219494826,M+3H,+,115.080441,0.012859
115.0933,HMDB60710,C22H30O3,342.219494826,M+3H,+,115.080441,0.012859
115.0933,HMDB02190,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB02232,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB02283,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB03876,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB04264,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB04673,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB04682,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB04679,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB04680,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB05998,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB06111,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB06245,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB10222,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB10409,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB11134,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB11136,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB36262,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB36810,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB36705,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB38688,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB38689,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB38520,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB38694,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB12508,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB12567,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB12598,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB60101,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB61118,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB61119,C20H32O3,320.23514489,M+2H+Na,+,115.079638,0.013662
115.0933,HMDB14557,C10H17N3S,211.114318249,M+H+NH4,+,115.077709,0.015591
115.0933,HMDB30412,C5H8N2O4,160.048406754,M+2Na+H,+,115.077247,0.016053
115.0933,HMDB42037,C5H8N2O4,160.048406754,M+2Na+H,+,115.077247,0.016053
115.0933,HMDB15469,C14H10MgO6,298.03277995,M+H+2Na,+,115.11045,0.01715
115.0933,HMDB15398,C13H13N3,211.110947431,M+H+NH4,+,115.076024,0.017276
115.0933,HMDB29746,C13H13N3,211.110947431,M+H+NH4,+,115.076024,0.017276
115.0933,HMDB03701,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB30907,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB30908,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB29740,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB30386,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB30906,C9H10N2,146.08439833,M+2ACN+2H,+,115.076022,0.017278
115.0933,HMDB06803,C3H2O,54.010564686,M+IsoProp+H,+,115.075905,0.017395
115.0933,HMDB62004,C3H2O,54.010564684,M+IsoProp+H,+,115.075905,0.017395
115.0933,HMDB00453,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB00933,C12H20O4,228.136159128,M+2H,+,115.075356,0.017944
115.0933,HMDB02277,C18H30O6,342.204238692,M+3H,+,115.075356,0.017944
115.0933,HMDB02904,C18H30O6,342.204238692,M+3H,+,115.075356,0.017944
115.0933,HMDB03843,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB10719,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB38940,C18H30O6,342.204238692,M+3H,+,115.075356,0.017944
115.0933,HMDB30994,C12H20O4,228.136159128,M+2H,+,115.075356,0.017944
115.0933,HMDB31561,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31492,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB40328,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB33568,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB29487,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31501,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31560,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31491,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31559,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31562,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB31158,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB39581,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB32490,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB60476,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB61154,C18H30O6,342.204238692,M+3H,+,115.075356,0.017944
115.0933,HMDB61929,C6H10O2,114.068079564,M+H,+,115.075356,0.017944
115.0933,HMDB61965,C6H10O2,114.068079562,M+H,+,115.075356,0.017944
115.0933,HMDB62135,C6H10O2,114.068079562,M+H,+,115.075356,0.017944
115.0933,HMDB31597,C5H6O,82.041864814,M+CH3OH+H,+,115.075354,0.017946
115.0933,HMDB13749,C5H6O,82.041864814,M+CH3OH+H,+,115.075354,0.017946
115.0933,HMDB61999,C5H6O,82.041864813,M+CH3OH+H,+,115.075354,0.017946
115.0933,HMDB62137,C5H6O,82.041864813,M+CH3OH+H,+,115.075354,0.017946
115.0933,HMDB62036,C5H6O,82.041864813,M+CH3OH+H,+,115.075354,0.017946
115.0933,HMDB31544,C6H10,82.07825032,M+CH3OH+H,+,115.111739,0.018439
115.0933,HMDB00806,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB02221,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB03671,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB04814,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB05841,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB11153,C21H42O3,342.31339521,M+3H,+,115.111741,0.018441
115.0933,HMDB41320,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB40191,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB36216,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB31475,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB31482,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB31429,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB29764,C21H42O3,342.31339521,M+3H,+,115.111741,0.018441
115.0933,HMDB37312,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB31072,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB31538,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB38034,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB31405,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB31549,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB38052,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB37495,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB34461,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB33788,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB38969,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB32405,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB32318,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB32548,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB59693,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB59865,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB61781,C14H28O2,228.20893014,M+2H,+,115.111741,0.018441
115.0933,HMDB61896,C7H14O,114.10446507,M+H,+,115.111741,0.018441
115.0933,HMDB62059,C7H14O,114.104465071,M+H,+,115.111741,0.018441
115.0933,HMDB41792,C4H6,54.046950192,M+IsoProp+H,+,115.11229,0.01899
115.0933,HMDB31226,C2H7N3O2,105.053826483,M+3ACN+2H,+,115.07401,0.01929
115.0933,HMDB03459,C6H12N2O3,160.08479226,M+2Na+H,+,115.113632,0.020332
115.0933,HMDB28680,C6H12N2O3,160.08479226,M+2Na+H,+,115.113632,0.020332
115.0933,HMDB31411,C6H12N2O3,160.08479226,M+2Na+H,+,115.113632,0.020332
115.0933,HMDB00108,C2H6O,46.041864814,2M+Na,+,115.072948,0.020352
115.0933,HMDB62107,C2H6O,46.041864814,2M+Na,+,115.072948,0.020352
115.0933,HMDB39468,C7H14OS,146.07653576,M+2ACN+2H,+,115.072091,0.021209
115.0933,HMDB40186,C7H14OS,146.07653576,M+2ACN+2H,+,115.072091,0.021209
115.0933,HMDB39465,C7H14OS,146.07653576,M+2ACN+2H,+,115.072091,0.021209
115.0933,HMDB37621,C7H14OS,146.07653576,M+2ACN+2H,+,115.072091,0.021209
115.0933,HMDB13820,C14H22,190.172150704,M+H+K,+,115.071292,0.022008
115.0933,HMDB59739,C14H22,190.172150704,M+H+K,+,115.071292,0.022008
115.0933,HMDB61923,C14H22,190.172150704,M+H+K,+,115.071292,0.022008
115.0933,HMDB36305,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB33859,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB30562,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB35914,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB33722,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB33820,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB30830,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB34139,C16H10O6,298.047738052,M+H+2Na,+,115.115436,0.022136
115.0933,HMDB05830,C19H32O,276.245315646,M+3Na,+,115.07099,0.02231
115.0933,HMDB60605,C14H16N2O,228.126263144,M+2H,+,115.070408,0.022892
115.0933,HMDB33456,C14H13NO,211.099714043,M+H+NH4,+,115.070407,0.022893
115.0933,HMDB40012,C12H13NO,187.099714043,M+ACN+2H,+,115.070407,0.022893
115.0933,HMDB31566,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB29602,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB31619,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB33176,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB35925,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB29640,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB31617,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB59897,C10H10O,146.073164942,M+2ACN+2H,+,115.070405,0.022895
115.0933,HMDB37834,C13H25NO,211.193614427,M+H+NH4,+,115.117357,0.024057
115.0933,HMDB41445,C12H18N2O,206.141913208,M+H+Na,+,115.069204,0.024096
115.0933,HMDB60656,C12H18N2O,206.141913208,M+H+Na,+,115.069204,0.024096
115.0933,HMDB35207,C11H12O,160.088815006,M+2Na+H,+,115.117655,0.024355
115.0933,HMDB31567,C11H12O,160.088815006,M+2Na+H,+,115.117655,0.024355
115.0933,HMDB38790,C11H12O,160.088815006,M+2Na+H,+,115.117655,0.024355
115.0933,HMDB15078,C9H13N3O3,211.095691297,M+H+NH4,+,115.068396,0.024904
115.0933,HMDB00641,C5H10N2O3,146.069142196,M+2ACN+2H,+,115.068394,0.024906
115.0933,HMDB00187,C3H7NO3,105.042593095,M+3ACN+2H,+,115.068394,0.024906
115.0933,HMDB03406,C3H7NO3,105.042593095,M+3ACN+2H,+,115.068394,0.024906
115.0933,HMDB02031,C5H10N2O3,146.069142196,M+2ACN+2H,+,115.068394,0.024906
115.0933,HMDB03423,C5H10N2O3,146.069142196,M+2ACN+2H,+,115.068394,0.024906
115.0933,HMDB06899,C5H10N2O3,146.069142196,M+2ACN+2H,+,115.068394,0.024906
115.0933,HMDB28687,C5H10N2O3,146.069142196,M+2ACN+2H,+,115.068394,0.024906
115.0933,HMDB29525,C21H26O4,342.18310932,M+3H,+,115.068312,0.024988
115.0933,HMDB39821,C19H28O4,320.198759384,M+2H+Na,+,115.06751,0.02579
115.0933,HMDB37592,C19H28O4,320.198759384,M+2H+Na,+,115.06751,0.02579
115.0933,HMDB37591,C19H28O4,320.198759384,M+2H+Na,+,115.06751,0.02579
115.0933,HMDB39276,C19H28O4,320.198759384,M+2H+Na,+,115.06751,0.02579
115.0933,HMDB12798,C19H28O4,320.198759384,M+2H+Na,+,115.06751,0.02579
115.0933,HMDB37386,C12H20O2S,228.118400574,M+2H,+,115.066476,0.026824
115.0933,HMDB60834,C12H14N2O5S,298.062342258,M+H+2Na,+,115.120304,0.027004
115.0933,HMDB00225,C6H8O5,160.037173366,M+2Na+H,+,115.066013,0.027287
115.0933,HMDB00398,C6H8O5,160.037173366,M+2Na+H,+,115.066013,0.027287
115.0933,HMDB39447,C6H8O5,160.037173366,M+2Na+H,+,115.066013,0.027287
115.0933,HMDB59737,C6H8O5,160.037173366,M+2Na+H,+,115.066013,0.027287
115.0933,HMDB31572,C8H16OS,160.092185824,M+2Na+H,+,115.121026,0.027726
115.0933,HMDB32426,C8H16OS,160.092185824,M+2Na+H,+,115.121026,0.027726
115.0933,HMDB62155,C8H16OS,160.092186309,M+2Na+H,+,115.121026,0.027726
115.0933,HMDB14604,C15H16O2,228.115029756,M+2H,+,115.064791,0.028509
115.0933,HMDB32133,C15H16O2,228.115029756,M+2H,+,115.064791,0.028509
115.0933,HMDB33878,C15H16O2,228.115029756,M+2H,+,115.064791,0.028509
115.0933,HMDB61836,C15H16O2,228.115029756,M+2H,+,115.064791,0.028509
115.0933,HMDB10324,C13H14O8,298.068867424,M+H+2Na,+,115.12248,0.02918
115.0933,HMDB31321,C4H11N,73.089149357,M+ACN+H,+,115.122972,0.029672
115.0933,HMDB34198,C4H11N,73.089149357,M+ACN+H,+,115.122972,0.029672
115.0933,HMDB41878,C4H11N,73.089149357,M+ACN+H,+,115.122972,0.029672
115.0933,HMDB32179,C4H11N,73.089149357,M+ACN+H,+,115.122972,0.029672
115.0933,HMDB01925,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB33196,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB37604,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB29669,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB35181,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB39101,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB34556,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB35016,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB36386,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB35008,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB34472,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB34470,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB38605,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB40431,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB36391,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB36025,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB37194,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB34469,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB37623,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB36240,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB35017,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB37720,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB32176,C13H18O2,206.13067982,M+H+Na,+,115.063587,0.029713
115.0933,HMDB29689,C10H8S,160.034670946,M+2Na+H,+,115.063511,0.029789
115.0933,HMDB32870,C17H26O7,342.167853186,M+3H,+,115.063227,0.030073
