query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
104.0553,HMDB14460,C16H21N3O2,287.163376931,M+2H+Na,+,104.055716,0.000416
104.0553,HMDB31973,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB35071,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB41410,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB34122,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB33594,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB31729,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB34135,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB30762,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB32348,C12H14O3,206.094294314,M+2H,+,104.054423,0.000877
104.0553,HMDB28710,C11H21N5O4,287.159354185,M+2H+Na,+,104.054375,0.000925
104.0553,HMDB28857,C11H21N5O4,287.159354185,M+2H+Na,+,104.054375,0.000925
104.0553,HMDB14578,C21H21N,287.167399677,M+2H+Na,+,104.057057,0.001757
104.0553,HMDB14873,C21H21N,287.167399677,M+2H+Na,+,104.057057,0.001757
104.0553,HMDB39052,C10H16O3,184.109944375,M+H+Na,+,104.053219,0.002081
104.0553,HMDB40883,C10H16O3,184.109944378,M+H+Na,+,104.053219,0.002081
104.0553,HMDB36117,C10H16O3,184.109944378,M+H+Na,+,104.053219,0.002081
104.0553,HMDB36998,C10H16O3,184.109944378,M+H+Na,+,104.053219,0.002081
104.0553,HMDB39710,C10H16O3,184.109944378,M+H+Na,+,104.053219,0.002081
104.0553,HMDB00897,C6H7N5O,165.065059871,M+ACN+2H,+,104.05308,0.00222
104.0553,HMDB01566,C6H7N5O,165.065059871,M+ACN+2H,+,104.05308,0.00222
104.0553,HMDB03282,C6H7N5O,165.065059871,M+ACN+2H,+,104.05308,0.00222
104.0553,HMDB06040,C6H7N5O,165.065059871,M+ACN+2H,+,104.05308,0.00222
104.0553,HMDB31682,C4H9NS,103.045569983,M+H,+,104.052846,0.002454
104.0553,HMDB31574,C8H15NS2,189.064590865,M+H+NH4,+,104.052845,0.002455
104.0553,HMDB32499,C8H15NS2,189.064590865,M+H+NH4,+,104.052845,0.002455
104.0553,HMDB02303,C2H6S,62.019020882,M+ACN+H,+,104.052844,0.002456
104.0553,HMDB33875,C4H6S,86.019020882,M+NH4,+,104.052844,0.002456
104.0553,HMDB33922,C4H6S,86.019020882,M+NH4,+,104.052844,0.002456
104.0553,HMDB30207,C19H19NO3,309.136493479,M+3H,+,104.052774,0.002526
104.0553,HMDB29419,C6H11N3O4,189.074955855,M+H+NH4,+,104.058028,0.002728
104.0553,HMDB28731,C6H11N3O4,189.074955855,M+H+NH4,+,104.058028,0.002728
104.0553,HMDB28836,C6H11N3O4,189.074955855,M+H+NH4,+,104.058028,0.002728
104.0553,HMDB29049,C7H14N2O5,206.090271568,M+2H,+,104.052412,0.002888
104.0553,HMDB29070,C7H14N2O5,206.090271568,M+2H,+,104.052412,0.002888
104.0553,HMDB00590,C7H11NO5,189.063722467,M+H+NH4,+,104.052411,0.002889
