query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
685.4731,HMDB60056,C42H72O2,608.553231548,M+2K+H,+,685.472272,0.000828
685.4731,ECMDB23480,C33H66NO10P,667.442434327,M+NH4,+,685.476257,0.003157
685.4731,HMDB56170,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56175,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56213,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56238,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56245,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56298,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56326,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56035,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07737,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07708,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07314,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07566,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07565,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07341,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07538,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07453,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07452,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07509,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07482,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07425,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07481,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07313,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07285,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07230,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB56194,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07257,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
685.4731,HMDB07149,C41H68O5,640.506675286,M+2Na-H,+,685.477835,0.004735
