query_mass,compound_id,formula,compound_mass,adduct,adduct_type,adduct_mass,delta
329.26,HMDB40824,C19H34O7,374.230453442,M+2Na+H,+,329.259293,0.000707
329.26,HMDB03116,C21H32N2O,328.251463656,M+H,+,329.25874,0.00126
329.26,HMDB14531,C19H29NO,287.224914555,M+ACN+H,+,329.258738,0.001262
329.26,HMDB14948,C21H29NO,311.224914555,M+NH4,+,329.258738,0.001262
329.26,HMDB15077,C19H29NO,287.224914555,M+ACN+H,+,329.258738,0.001262
329.26,HMDB40373,C17H26O,246.198365454,M+2ACN+H,+,329.258735,0.001265
329.26,HMDB30926,C17H26O,246.198365454,M+2ACN+H,+,329.258735,0.001265
329.26,HMDB30933,C17H26O,246.198365454,M+2ACN+H,+,329.258735,0.001265
329.26,HMDB30927,C17H26O,246.198365454,M+2ACN+H,+,329.258735,0.001265
329.26,HMDB49680,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB49700,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB50280,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB50299,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB51228,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB51336,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB51398,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB51404,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB53152,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB53256,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB53892,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB53964,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54002,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54008,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54154,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54220,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54792,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54855,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB54903,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB55301,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB55600,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB55630,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB55912,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB55914,C61H106O5,918.804026502,M+3Na,+,329.257227,0.002773
329.26,HMDB39232,C41H72O3,612.54814617,M+2Na,+,329.263291,0.003291
329.26,HMDB07077,C36H62O5,574.459725094,M+2ACN+2H,+,329.263686,0.003686
329.26,HMDB07329,C36H62O5,574.459725094,M+2ACN+2H,+,329.263686,0.003686
329.26,HMDB56004,C36H62O5,574.459725094,M+2ACN+2H,+,329.263686,0.003686
329.26,HMDB35468,C47H72O19,940.466780122,M+H+2Na,+,329.255117,0.004883
329.26,HMDB41230,C47H72O19,940.466780122,M+H+2Na,+,329.255117,0.004883
329.26,HMDB62145,C18H31F5O2,374.224421053,M+2Na+H,+,329.253261,0.006739
329.26,HMDB38317,C48H76O18,940.503165628,M+H+2Na,+,329.267246,0.007246
329.26,HMDB39420,C48H76O18,940.503165628,M+H+2Na,+,329.267246,0.007246
329.26,HMDB41019,C48H76O18,940.503165628,M+H+2Na,+,329.267246,0.007246
329.26,HMDB39331,C48H76O18,940.503165628,M+H+2Na,+,329.267246,0.007246
329.26,HMDB04667,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB61708,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB04670,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB04702,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB04701,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB10223,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB29978,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB29998,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB29796,C18H32O3,296.23514489,M+CH3OH+H,+,329.268634,0.008634
329.26,HMDB11534,C19H36O4,328.26135964,M+H,+,329.268636,0.008636
329.26,HMDB11565,C19H36O4,328.26135964,M+H,+,329.268636,0.008636
329.26,HMDB31044,C19H36O4,328.26135964,M+H,+,329.268636,0.008636
329.26,HMDB31045,C19H36O4,328.26135964,M+H,+,329.268636,0.008636
329.26,HMDB31043,C19H36O4,328.26135964,M+H,+,329.268636,0.008636
329.26,HMDB09929,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09930,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09953,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09952,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09963,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09976,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09986,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09985,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09993,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB09996,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB10005,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
329.26,HMDB10010,C45H82O16P2,940.5078096,M+H+2Na,+,329.268794,0.008794
